faculty_code,faculty_title,department_code,department_title,course_area_code,course_area_title,level,semester,course_code,course_title
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,200,2,FRE204,Essentials of French Grammar
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,200,1,FRE205,Introduction to Practical Writing in French
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,200,2,FRE206,Survey of French Metropolitan Literature
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,200,2,FRE207,Oral Literature in Francophone African
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,200,1,FRE214,Advanced French and Conversation
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,200,1,FRE215,German as a Second Foreign Language 1
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,200,1,FRE216,Oral and Written Comprehension
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,200,2,FRE224,Advanced French Conservation II
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,200,2,FRE225,Oral and Written Comprehension II
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,200,2,FRE226,Survey of African Literature in French
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,200,2,FRE227,Advanced Practical French
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,100,1,GST111,Communication in English
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,100,1,GST112,Nigerian Peoples and Culture
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,100,2,GST121,Peace Studies and Conflicts Resolution
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,100,2,GST122,Nigerian People and Culture
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,100,2,GST123,History and Philosophy of Science and Technology
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,200,1,GST212,History and Philosophy of Science and Technology
ART,Faculty of Arts (ART),FOL,Department of Foreign Languages (FOL),BARTFOL,BACHELOR OF ARTS FOREIGN LANGUAGES,100,2,LIT107,Introduction to Creative Writing I (Practical)
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,1,FOL116,Practical French
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,2,FOL126,Intermediate Practical French Sructures
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,200,1,FOL217,Advanced Practical French
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,200,2,FOL227,Second Foreign Language Studies II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,1,GST111,Communication in English
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,1,GST112,Nigerian Peoples and Culture
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,2,GST121,Peace Studies and Conflicts Resolution
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,2,GST122,Nigerian People and Culture
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,2,GST123,History and Philosophy of Science and Technology
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,1,HIS110,"History of West Africa, I000 - 1800"
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,1,HIS111,A Survey of African Civilization I
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,1,HIS112,The West to the Medieval Period
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,2,HIS120,"History of West Africa,since I800"
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,2,HIS121,A Survey of African Civilization II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,100,2,HIS122,Western Europe from the Renaissance to the French Revolution
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,200,1,HIS210,Nigerian History From Early Times to I500
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,200,1,HIS211,Southern Africa to I800
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,200,1,HIS212,African Personalities In History (pre Independence)
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,200,1,HIS213,East and Central Africa 1000 - 1800
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,200,1,HIS214,Northern Africa: the Maghreb and the Nile Valley to I800
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,200,2,HIS220,Nigerian History I500 - 1800
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,200,2,HIS221,Southern Africa Since I800
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,200,2,HIS222,African Personalties In History (post-independence)
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,200,2,HIS223,East and Central Africa Since I800
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,200,2,HIS224,The Maghreb In the I9th and 20th Centuries
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,1,HIS310,Economic History of Nigeria to I800
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,1,HIS311,Philosophy & Methodology of History
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,1,HIS312,The West from the French Revolution 1919
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,1,HIS313,History of the USA to 1865
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,1,HIS314,History of Russia to 1917 (Tsarist Russia)
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,1,HIS317,Economic Development In West Africa to I960
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,1,HIS318,History of the Middle East to 1833
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,2,HIS320,Economic History of Nigeria In the I9th and 20th Century
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,2,HIS321,Philosophy and Methodology of History II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,2,HIS322,The West Since 1919
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,2,HIS323,History of the USA since 1865
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,2,HIS324,History of the Ussr I760-1917 (tsarist Russia) since 1917
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,2,HIS327,Economic Development In the West Africa Since I960
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,300,2,HIS328,The Middle East in the 19th and 20th Centuries
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,1,HIS410,Nigerian History 1800 - 1900
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,1,HIS411,The Benin Kingdom to 1800
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,1,HIS412,International Relations From Balance of Power to Bipolarity
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,1,HIS413,History of Political Though-playo to Machiavelli
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,1,HIS416,European Imperialism and the Pariition of West Africa
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,1,HIS418,the Military In Africa
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,2,HIS420,Nigerian History since 1900
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,2,HIS421,The Benin Kingdom since 1800
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,2,HIS422,Africa's International Relations
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,2,HIS423,History of Political thought From Machiavelli to Present
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,2,HIS426,Colonial Imperialism & African Politics in W/A
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,2,HIS428,African Political Thought
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTHIS,BACHELOR OF ARTS(HISTORY,400,2,HIS499,Research Project
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,2,CED300,Entrepreneuship Development
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,CSC211,Computing Practice and Ethics
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,2,CSC220,Introduction to Data Processing
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,ENT211,Entrepreneurship and Innovation
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,FAC201,Digital Humanities: Application of Computer in the Arts
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,2,FAC202,The Arts and Other Disciplines
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,FOL116,Practical French
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,FOL126,Intermediate Practical French Sructures
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,FOL217,Advanced Practical French
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,FRE118,Practical French
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,FRE128,Practical French II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,FRE217,Advanced Practical French
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,2,FRE227,Advanced Practical French
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,GEO102,Introduction to Human Geography
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,GEO103,Introduction to Practical Geography
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,GST111,Communication in English
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,GST112,Nigerian Peoples and Culture
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,GST121,Peace Studies and Conflicts Resolution
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,GST122,Nigerian People and Culture
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,GST123,History and Philosophy of Science and Technology
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,GST212,History and Philosophy of Science and Technology
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,1,GST312,Peace and Conflict Resolution
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,ISD101,Introduction to International Studies
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,ISD102,A Survey of African Societies and Politics I
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,ISD103,A Survey of European Societies and Politics I
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,ISD104,Inter-Group Relations in Nigeria to 1500
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,ISD105,Introduction to Diplomacy
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,ISD106,A Survey of African Societies and Politics II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,ISD107,A Survey of European Societies and Politics II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,ISD108,"Inter-Group Relations in Nigeria, 1500-1900"
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,ISD109,Introduction to World Regional Geography
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,ISD110,Popular Culture in Africa
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,ISD111,Patterns of Modern International Migration
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,ISD112,A Survey of European Societies and Politics I
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,ISD113,Inter-Group Relations in Nigeria Early Times to 1500
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,ISD120,Introducto to International Studies and Diplomacy II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,ISD121,A Survey of African Societies and Politics II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,ISD122,A Survey of European Societies and Politics II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,ISD123,Inter-Group Relations in Nigeria 1500-1900
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,ISD210,The Modern International System I
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,ISD211,Early Settlement and Group Relations in Southern Africa to 1910
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,ISD212,State Relations in the Magherb and the Nile Valley to 1800
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,ISD213,European Imperialism and Colonialism in the 19th and 20th Centuries
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,2,ISD220,The Modern International System II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,2,ISD221,Race Relations in South Africa since 1910
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,2,ISD222,International Relations of the Maghreb and the Nile Valley in the 19th and 20th Centuries
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,2,ISD223,African Nationalism and State Making in the 20th Century
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,1,ISD310,Economic Systems in west Africa to 1860
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,1,ISD311,International Relations of Europe I815-1914
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,1,ISD312,Introduction to Contemporary Strategic Studies
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,1,ISD314,Non-state Actors In International Relations
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,1,ISD316,Phylosohpy and Methodology of Inter. Studies and Diplomacy I
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,1,ISD317,International Economic Relations
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,2,ISD320,History of Internatioanal Organisations
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,2,ISD321,Diplomatic Relations of Europe I914-1945
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,2,ISD324,Modern African Political Thoughts
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,2,ISD325,American Foreign Relation 1910 - 1945
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,2,ISD326,Phylosohpy and Methodology of Inter. Studies & Diplomacy II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,2,ISD328,Foreign Polocies of the Super Powers Since I945
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,1,ISD410,Advanced Contemporary Strategic Studies
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,1,ISD411,Negerian Foreign Policy Since I960
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,1,ISD412,International Relation Since I945
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,1,ISD413,Phylosophical Thoughts In International Relations
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,1,ISD414,Africa Art and Music In International Relations
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,1,ISD415,Insurgency and Counter Insurgency
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,1,ISD416,Research Project
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,2,ISD420,Foreign Polocies of African States
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,2,ISD421,Advance Bargaining and Conflict Resolution
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,2,ISD422,OAU- A Study in African International Relations
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,2,ISD423,Informatioon Management In International Relations
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,2,ISD424,Regional Cooperation and Integration in West Africa
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,2,ISD425,Modrn Diplomatic Practice
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,2,ISD426,Research Project
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),400,1,JIL411,Public Internatinal law I
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,PHL102,Argument and Critical Thinking I
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,PHL124,Argument and Critical Thinking II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,1,POL112,Organisation of Government
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),100,2,POL122,Nigerian Constitutional Development
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,POL204,Foundation of Political Economy
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,2,POL207,The Political Geography of Africa
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,2,POL223,Introduction to International Relations
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,1,POL313,Public Policy Analysis
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,1,POL318,Introduction to Security Studies
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,2,POL326,Politics of International Economic Relations
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),300,2,POL328,Theory and Practice of Marxism
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,PUL215,Administrative law I
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,2,PUL225,Administrative law II
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,1,SAA214,Social Psychology I
ART,Faculty of Arts (ART),HIS,Department of History And International Studies (HIS),BARTISD,B.A. (International Studies & Diplomacy),200,2,SAA224,Social Psychology II
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,200,1,FAC201,Digital Humanities: Application of Computer in the Arts
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,200,2,FAC202,The Arts and Other Disciplines
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,100,1,GST111,Communication in English
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,100,1,GST112,Nigerian Peoples and Culture
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,100,1,LEL111,Introduction to Edo Phonetics
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,100,1,LEL112,Literary Skills in Edo
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,100,2,LEL121,Varieties of Edo
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,100,2,LEL122,Introduction to Edo Culture
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,200,1,LEL211,Introduction to Edo Grammar I
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,200,1,LEL212,Creative Writing in Edo
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,200,1,LEL213,A Survey of Edo Literature
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,200,2,LEL221,Edo Phonetics II
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,200,2,LEL222,Introduction to Edo Grammar II
ART,Faculty of Arts (ART),LST,Department of Linguistics Studies (LST),BARTLST,B.A. Linguistics Studies,200,2,LEL223,Critical Appreciation of Edo Prose
